segment,batch,book,chapter,qc_pass,qc_reasons,duration_s,speech_duration_s,speech_begin_s,speech_end_s,leading_silence_s,trailing_silence_s,max_internal_silence_s,n_words_aligned,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr,aligned,segmentation_confidence,segmentation_reason,wav_path,txt_path,textgrid_path
1CO_003_seg_030,batch0_1CO_pilot,1CO,1CO_003,False,phone_duration_outlier,5.997,4.77,0.35,5.12,0.35,0.877,1.71,4,-60.916842447916665,-65.67198136273552,13.596473073854012,1.7868660165941392,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_030.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_030.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_030.TextGrid
1CO_002_seg_024,batch0_1CO_pilot,1CO,1CO_002,False,phone_duration_outlier,6.307,5.867,0.44,6.307,0.44,0.0,0.3,7,-61.794206864104595,-67.04767977396646,13.326550247175852,2.0452270104538393,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_024.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_024.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_024.TextGrid
1CO_002_seg_010,batch0_1CO_pilot,1CO,1CO_002,False,phone_duration_outlier,9.441,8.0,0.33,8.33,0.33,1.111,0.81,13,-61.140074649099574,-68.36267368829073,12.97265709289617,2.886717135903254,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_010.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_010.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_010.TextGrid
1CO_001_seg_021,batch0_1CO_pilot,1CO,1CO_001,False,phone_duration_outlier,12.756,12.36,0.0,12.36,0.0,0.396,0.98,36,-61.43021404780564,-66.41757241781656,10.896837774212887,3.1624840488899277,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_021.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_021.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_021.TextGrid
1CO_003_seg_027,batch0_1CO_pilot,1CO,1CO_003,True,,11.409,10.09,1.04,11.13,1.04,0.279,1.56,8,-60.86582493426818,-70.65495829148726,9.553502791962998,0.42876574548445845,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_027.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_027.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_027.TextGrid
1CO_001_seg_007,batch0_1CO_pilot,1CO,1CO_001,True,,9.373,8.73,0.0,8.73,0.0,0.643,3.15,7,-60.0476170624333,-65.68825881958008,9.51861504998225,-3.513943651122995,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_007.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_007.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_007.TextGrid
1CO_001_seg_043,batch0_1CO_pilot,1CO,1CO_001,True,,11.725,11.39,0.0,11.39,0.0,0.335,2.18,22,-61.074548433503836,-66.28110151470833,8.608787268752772,0.8271730029583679,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_043.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_043.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_043.TextGrid
1CO_001_seg_015,batch0_1CO_pilot,1CO,1CO_001,True,,12.712,11.89,0.36,12.25,0.36,0.462,1.39,15,-59.094585955940204,-66.15162953694661,8.322561821229474,1.3140161910036277,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_015.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_015.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_015.TextGrid
1CO_001_seg_026,batch0_1CO_pilot,1CO,1CO_001,True,,7.25,6.35,0.39,6.74,0.39,0.51,0.0,11,-60.1515463362069,-66.49534693935462,7.259823890566413,7.956252165100658,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_026.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_026.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_026.TextGrid
1CO_002_seg_005,batch0_1CO_pilot,1CO,1CO_002,True,,7.378,4.9,1.73,6.63,1.73,0.748,1.34,13,-61.482384823848236,-68.59705941718921,7.007085382829556,3.3798748508584886,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_005.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_005.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_005.TextGrid
1CO_003_seg_007,batch0_1CO_pilot,1CO,1CO_003,True,,5.035,4.66,0.06,4.72,0.06,0.315,0.54,25,-64.1070072234623,-64.19227792649042,6.929646453786066,12.42774109642275,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_007.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_007.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_007.TextGrid
1CO_002_seg_003,batch0_1CO_pilot,1CO,1CO_002,True,,11.525,10.52,0.41,10.93,0.41,0.595,1.4,24,-60.79929396140503,-64.35073125643993,6.834648695956957,3.587101475789721,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_003.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_003.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_003.TextGrid
1CO_002_seg_017,batch0_1CO_pilot,1CO,1CO_002,True,,9.51,8.73,0.37,9.1,0.37,0.41,1.97,12,-57.64219817954785,-59.64472872018814,6.834648695956957,1.3393430763363288,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_017.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_017.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_017.TextGrid
1CO_002_seg_007,batch0_1CO_pilot,1CO,1CO_002,True,,18.778,17.26,0.36,17.62,0.36,1.158,2.13,18,-59.77013861155485,-63.99710602812715,6.834648695956957,2.1485099115937754,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_007.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_007.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_007.TextGrid
1CO_001_seg_022,batch0_1CO_pilot,1CO,1CO_001,True,,13.783,13.2,0.34,13.54,0.34,0.243,0.89,38,-60.28410173258345,-66.25245076760478,6.559132733764445,1.7470941817584933,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_022.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_022.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_022.TextGrid
1CO_002_seg_023,batch0_1CO_pilot,1CO,1CO_002,True,,13.635,13.285,0.35,13.635,0.35,0.0,1.84,11,-60.51061904325513,-62.63620069915173,6.486524656200958,1.8320411816756739,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_023.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_023.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_023.TextGrid
1CO_003_seg_010,batch0_1CO_pilot,1CO,1CO_003,True,,11.08,10.34,0.35,10.69,0.35,0.39,1.28,14,-61.482196243231044,-67.92183085850307,6.054386644409304,3.078915581175883,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_010.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_010.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_010.TextGrid
1CO_001_seg_011,batch0_1CO_pilot,1CO,1CO_001,True,,6.082,5.25,0.07,5.32,0.07,0.762,0.84,16,-64.08713250411184,-69.83706392560687,5.91625332337621,0.12354359095665046,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_011.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_011.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_011.TextGrid
1CO_001_seg_018,batch0_1CO_pilot,1CO,1CO_001,True,,19.965,18.97,0.34,19.31,0.34,0.655,2.63,13,-58.56429957436154,-71.56287539735132,5.890230509226984,1.3299599813551755,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_018.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_018.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_018.TextGrid
1CO_002_seg_001,batch0_1CO_pilot,1CO,1CO_002,True,,14.005,13.05,0.34,13.39,0.34,0.615,1.35,22,-64.38955433618844,-69.17841713245099,5.8000039068437905,1.3192347082959444,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_001.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_001.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_001.TextGrid
1CO_002_seg_004,batch0_1CO_pilot,1CO,1CO_002,True,,9.294,8.06,0.34,8.4,0.34,0.894,1.21,13,-59.60763842168999,-62.83868092757005,5.724641840803052,3.4070790239771593,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_004.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_004.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_004.TextGrid
1CO_003_seg_004,batch0_1CO_pilot,1CO,1CO_003,True,,3.825,3.2,0.3,3.5,0.3,0.325,0.7,16,-61.628217811684074,-64.61756717136927,5.699538445883933,3.314858341736569,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_004.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_004.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_004.TextGrid
1CO_001_seg_032,batch0_1CO_pilot,1CO,1CO_001,True,,12.983,12.51,0.33,12.84,0.33,0.143,1.52,38,-58.59255224383667,-64.11567878723145,5.6275672199711915,2.8296000864072504,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_032.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_032.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_032.TextGrid
1CO_001_seg_002,batch0_1CO_pilot,1CO,1CO_001,True,,13.237,11.81,0.47,12.28,0.47,0.957,1.25,20,-61.22906438821752,-67.73327179710463,5.562297076402004,2.6707806376089955,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_002.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_002.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_002.TextGrid
1CO_001_seg_020,batch0_1CO_pilot,1CO,1CO_001,True,,13.231,11.55,0.31,11.86,0.31,1.371,1.42,14,-60.30440405328798,-66.39988730294364,5.54768625426287,1.9600392320060944,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_020.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_020.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_020.TextGrid
1CO_003_seg_002,batch0_1CO_pilot,1CO,1CO_003,True,,4.524,3.63,0.34,3.97,0.34,0.554,0.28,14,-59.18367152931416,-64.02457136266372,5.430206067867627,7.166738609918935,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_002.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_002.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_002.TextGrid
1CO_003_seg_021,batch0_1CO_pilot,1CO,1CO_003,True,,15.904,15.22,0.32,15.54,0.32,0.364,1.68,28,-61.27869005503145,-66.45594224475678,5.429692111628907,0.1476453863322149,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_021.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_021.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_021.TextGrid
1CO_001_seg_033,batch0_1CO_pilot,1CO,1CO_001,True,,6.581,5.92,0.36,6.28,0.36,0.301,0.62,23,-60.84297231193009,-68.0341921488444,5.411538019214166,1.4201309089028982,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_033.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_033.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_033.TextGrid
1CO_001_seg_019,batch0_1CO_pilot,1CO,1CO_001,True,,17.009,14.1,1.26,15.36,1.26,1.649,2.42,10,-60.42313804379776,-67.26636628846865,5.261564297967921,0.1729486041691839,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_019.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_019.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_019.TextGrid
1CO_001_seg_014,batch0_1CO_pilot,1CO,1CO_001,True,,20.696,19.95,0.37,20.32,0.37,0.376,2.08,20,-60.9807178442029,-66.31308018476113,5.1715388033067216,0.011614697627125636,True,low,duration_outlier,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_014.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_014.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_014.TextGrid
1CO_003_seg_005,batch0_1CO_pilot,1CO,1CO_003,True,,12.521,6.57,1.84,8.41,1.84,4.111,2.54,4,-63.81242511980831,-70.07797040437397,4.937795804603223,1.504904473818069,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_005.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_005.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_005.TextGrid
1CO_003_seg_026,batch0_1CO_pilot,1CO,1CO_003,True,,9.165,8.62,0.25,8.87,0.25,0.295,1.43,14,-57.86659538576881,-61.97890028406362,4.822237493958717,1.6664955122736878,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_026.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_026.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_026.TextGrid
1CO_003_seg_031,batch0_1CO_pilot,1CO,1CO_003,True,,3.518,2.46,0.36,2.82,0.36,0.698,0.74,5,-59.97897616299716,-63.5036437694843,4.765355006417695,1.3930944806597019,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_031.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_031.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_031.TextGrid
1CO_001_seg_031,batch0_1CO_pilot,1CO,1CO_001,True,,6.87,6.1,0.36,6.46,0.36,0.41,2.02,14,-59.323496633915575,-61.395952584086984,4.765350895104766,2.7365236613034014,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_031.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_031.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_031.TextGrid
1CO_002_seg_016,batch0_1CO_pilot,1CO,1CO_002,True,,3.496,3.3,0.0,3.3,0.0,0.196,0.53,18,-63.81671316964286,-70.67353963277426,4.727971420223155,1.2908383791762343,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_016.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_016.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_016.TextGrid
1CO_002_seg_014,batch0_1CO_pilot,1CO,1CO_002,True,,6.546,6.266,0.28,6.546,0.28,0.0,1.48,13,-56.1599713740458,-62.48453191121419,4.592914208232167,1.5459242281306764,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_014.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_014.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_014.TextGrid
1CO_002_seg_022,batch0_1CO_pilot,1CO,1CO_002,True,,8.187,7.56,0.0,7.56,0.0,0.627,0.76,13,-61.030968597374844,-64.01416893527933,4.570349773152771,1.8082268479914578,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_022.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_022.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_022.TextGrid
1CO_001_seg_037,batch0_1CO_pilot,1CO,1CO_001,True,,8.927,8.18,0.34,8.52,0.34,0.407,0.88,32,-59.34996150615901,-65.15858571669635,4.556994636118974,2.9548496051848243,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_037.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_037.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_037.TextGrid
1CO_001_seg_009,batch0_1CO_pilot,1CO,1CO_001,True,,13.969,12.6,0.74,13.34,0.74,0.629,1.68,22,-62.591166338582674,-67.9569755625502,4.54324992227771,2.7702404761912227,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_009.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_009.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_009.TextGrid
1CO_003_seg_032,batch0_1CO_pilot,1CO,1CO_003,True,,5.781,5.11,0.0,5.11,0.0,0.671,0.34,12,-60.36024005190311,-65.59732101703513,4.502962494007134,7.857822536823299,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_032.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_032.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_032.TextGrid
1CO_001_seg_003,batch0_1CO_pilot,1CO,1CO_001,True,,5.31,3.93,0.31,4.24,0.31,1.07,0.53,8,-58.784964983521654,-66.07977055394372,4.4865547164927335,2.5452132210217577,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_003.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_003.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_003.TextGrid
1CO_002_seg_025,batch0_1CO_pilot,1CO,1CO_002,True,,6.903,6.06,0.04,6.1,0.04,0.803,1.06,14,-69.05831634963768,-67.01897666823696,4.477215043445888,-2.6928786999178627,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_025.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_002_seg_025.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_002_seg_025.TextGrid
1CO_001_seg_001,batch0_1CO_pilot,1CO,1CO_001,True,,8.938,6.86,0.79,7.65,0.79,1.288,0.61,14,-61.5095427852349,-62.89261562640851,4.440658121784132,2.1172007150447083,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_001.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_001.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_001.TextGrid
1CO_001_seg_036,batch0_1CO_pilot,1CO,1CO_001,True,,9.203,8.44,0.37,8.81,0.37,0.393,1.72,9,-59.952696161684784,-64.4875491672092,4.420477521359569,2.417644488734144,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_036.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_036.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_036.TextGrid
1CO_003_seg_025,batch0_1CO_pilot,1CO,1CO_003,True,,10.363,8.33,0.34,8.67,0.34,1.693,1.3,11,-57.980001206563706,-62.58872491663153,4.42046929873371,2.0890557958454252,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_025.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_025.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_025.TextGrid
1CO_003_seg_037,batch0_1CO_pilot,1CO,1CO_003,True,,8.484,6.52,0.97,7.49,0.97,0.994,0.86,24,-64.72207123378537,-69.80548252778895,4.42046929873371,0.45098855876096344,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_037.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_037.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_037.TextGrid
1CO_001_seg_008,batch0_1CO_pilot,1CO,1CO_001,True,,10.579,9.74,0.0,9.74,0.0,0.839,1.29,19,-66.43358636578449,-69.86508656819662,4.363746761697688,0.8536059507227574,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_008.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_008.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_008.TextGrid
1CO_001_seg_010,batch0_1CO_pilot,1CO,1CO_001,True,,8.414,7.54,0.35,7.89,0.35,0.524,1.61,14,-63.59424699019025,-67.62369756229589,4.315705797158527,2.081905055802613,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_010.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_010.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_010.TextGrid
1CO_003_seg_029,batch0_1CO_pilot,1CO,1CO_003,True,,9.739,8.99,0.35,9.34,0.35,0.399,1.31,11,-59.80930361267967,-64.85941160642184,4.260116985391068,2.289626801866154,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_029.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_003_seg_029.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_003_seg_029.TextGrid
1CO_001_seg_038,batch0_1CO_pilot,1CO,1CO_001,True,,14.499,13.4,0.36,13.76,0.36,0.739,1.69,13,-58.403146551724134,-63.25166575113932,4.248032611861111,2.503651735740629,True,high,,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_038.wav,data\processed\audio\phase3_verification\batch0_1CO_pilot\mfa_corpus_test\speaker1\1CO_001_seg_038.txt,data\processed\audio\phase3_verification\batch0_1CO_pilot\textgrids_test\speaker1\1CO_001_seg_038.TextGrid
